"Feature name","Baseline status","Chrome Availability Status","Chrome Availability Version","Chrome Availability Date","Edge Availability Status","Edge Availability Version","Edge Availability Date","Firefox Availability Status","Firefox Availability Version","Firefox Availability Date","Safari Availability Status","Safari Availability Version","Safari Availability Date","Chrome Android Availability Status","Chrome Android Availability Version","Chrome Android Availability Date","Firefox Android Availability Status","Firefox Android Availability Version","Firefox Android Availability Date","Safari iOS Availability Status","Safari iOS Availability Version","Safari iOS Availability Date","Chrome WPT Stable Score","Edge WPT Stable Score","Firefox WPT Stable Score","Safari WPT Stable Score","Chrome Android WPT Stable Score","Firefox Android WPT Stable Score","Safari iOS WPT Stable Score","Chrome WPT Experimental Score","Edge WPT Experimental Score","Firefox WPT Experimental Score","Safari WPT Experimental Score","Chrome Android WPT Experimental Score","Firefox Android WPT Experimental Score","Safari iOS WPT Experimental Score","Chrome Usage","Developer Upvotes"
"Expedita32","widely","available","11","2022-11-01","available","9","2022-01-12","unavailable","","","unavailable","","","available","5","2020-12-15","available","7","2021-11-24","available","7","2021-09-12","0.61","0.690671031","0.433333333","0.901574803","0.698550725","0.116959064","0.704061896","0.375366569","0.5831","404"
"Est29","newly","unavailable","","","available","13","2023-06-14","available","3","2020-05-07","available","5","2021-02-08","available","1","2020-01-12","unavailable","","","available","14","2023-11-13","0.502762431","0.411467116","0.023305085","0.459315589","0.848529412","0.485981308","0.801339286","0.380987472","","390"
"Est17","widely","available","17","2024-07-23","available","12","2023-02-01","available","1","2020-01-22","available","4","2020-11-24","available","29","2029-06-30","available","25","2028-03-08","available","2","2020-01-15","0.031331593","0.143153527","0.294609665","0.950704225","0.972629521","0.459363958","0.914634146","0.56339581","","362"
"Earum35","widely","unavailable","","","available","13","2023-06-14","available","23","2026-08-09","available","25","2027-01-22","unavailable","","","available","3","2020-04-22","available","19","2025-04-13","0.384036145","0.695380774","0.515426497","0.14612868","0.597291518","0.78112713","0.318734793","0.358582349","0.6911","379"
"Ea52","widely","available","14","2023-08-30","available","3","2020-05-07","available","2","2020-01-20","available","13","2023-06-19","available","9","2022-04-10","available","21","2026-08-28","available","28","2028-02-02","0.520357498","0.661316212","0.6","0.313304721","0.5","0.485925926","0.505630631","0.512867647","0.00001","899"
"Dolor28","widely","unavailable","","","unavailable","","","available","23","2026-08-09","available","3","2020-07-08","available","20","2026-01-31","available","29","2029-08-03","available","10","2022-08-25","0.768545994","0.414953271","0.725703906","0.494079656","0.74800638","0.973029046","0.743150685","0.261327713","0.00001",""
"Cumque62","widely","available","8","2021-11-21","available","8","2021-10-25","available","1","2020-01-22","available","7","2021-09-05","available","8","2021-12-20","available","30","2029-11-30","available","1","2020-01-07","0.429359823","0.169491525","0.660869565","0.527696793","0.318181818","0.306603774","0.296296296","0.201842546","0.00001","982"
"Corporis57","newly","available","7","2021-07-19","unavailable","","","available","1","2020-01-22","available","2","2020-01-30","unavailable","","","available","13","2024-04-13","unavailable","","","0.495384615","0.411240576","0.545908807","0.91916558","0.824804857","0.453823954","0.602131439","0.192708333","0.00001",""
"Autem60","widely","available","4","2020-08-31","available","4","2020-07-20","unavailable","","","available","17","2024-09-09","available","17","2025-01-10","available","17","2025-07-23","available","17","2024-10-02","0.326585695","0.916666667","0.290047393","0.548098434","0.322222222","0.202631579","0.58456486","0.381309686","0.0534","475"
"Anchor Positioning","newly","available","15","2023-11-21","available","13","2023-06-14","available","17","2024-07-20","unavailable","","","available","9","2022-04-10","available","6","2021-06-23","available","12","2023-04-04","0.424796748","0.748730964","0.725790988","0.562737643","0.702702703","0.507845934","0.363881402","0.649085038","0","243"
"Accusamus48","widely","available","21","2025-09-01","unavailable","","","available","6","2021-03-02","available","8","2022-01-19","available","1","2020-01-12","unavailable","","","available","5","2021-02-03","0.787878788","0.506659563","0.221921516","0.900943396","0.132575758","0.485498108","0.32172471","0.789168279","0",""
"Aut78","limited","available","12","2023-01-26","unavailable","","","available","2","2020-01-20","available","14","2023-09-17","available","21","2026-06-05","available","3","2020-04-22","available","19","2025-04-13","0.540141677","0.291814947","0.490566038","0.580392157","0.146161935","0.678990081","0.784853701","0.2004111","0.00001","410"
"Customized Built-in Elements","limited","available","24","2026-08-02","available","14","2023-09-30","available","16","2024-03-18","available","2","2020-01-30","available","22","2026-11-14","available","9","2022-10-28","available","13","2023-06-28","0.542269188","0.894945491","0.768452983","0.629987908","0.872773537","0.904982619","0.519350811","0.34083045","","533"
"Delectus72","limited","available","20","2025-06-08","available","19","2025-07-19","available","3","2020-05-07","available","15","2024-01-03","available","24","2027-10-11","available","26","2028-07-02","available","3","2020-06-11","0.18729097","0.62033195","0.773690078","0.498643516","0.292866083","0.834008097","0.463157895","0.730538922","0.00001","41"
"Deleniti21","limited","available","1","2020-01-13","available","20","2025-10-14","unavailable","","","available","14","2023-09-17","available","19","2025-08-29","available","5","2021-01-12","unavailable","","","0.316201117","0.56496063","0.958815959","0.636672326","0.518334985","0.77002584","0.440677966","0.55016538","0",""
"Dignissimos44","limited","available","15","2023-11-21","available","3","2020-05-07","available","3","2020-05-07","available","3","2020-07-08","available","1","2020-01-12","available","3","2020-04-22","available","14","2023-11-13","0.405809129","0.783950617","0.726744186","0.217580505","0.750733138","0.528873239","0.680851064","0.677351916","0","436"
"Dolor16","limited","available","10","2022-06-05","available","7","2021-06-21","available","3","2020-05-07","available","15","2024-01-03","available","2","2020-01-04","available","17","2025-07-23","available","3","2020-06-11","0.484018265","0.327170418","0.855648536","0.892778993","0.687800192","0.556521739","0.545073375","0.531733333","0","998"
"Doloremque46","limited","available","14","2023-08-30","available","11","2022-10-20","available","12","2023-01-18","available","8","2022-01-19","available","7","2021-09-07","available","24","2027-09-16","available","11","2022-12-13","0.829015544","0.544969512","0.847744361","0.669156884","0.580672994","0.786374134","0.790488432","0.979439252","0.0871","160"
"Est58","limited","available","9","2022-03-16","available","7","2021-06-21","available","1","2020-01-22","available","14","2023-09-17","available","2","2020-01-04","available","19","2026-02-17","available","3","2020-06-11","0.289550073","0.646788991","0.62797619","0.629820051","0.238273921","0.607250755","0.28962536","0.834549878","0.00001",""
"Expedita38","limited","available","10","2022-06-05","available","7","2021-06-21","available","11","2022-10-20","unavailable","","","unavailable","","","unavailable","","","available","8","2022-01-13","0.12535344","0.580318379","0.464307505","0.653172867","0.571107784","0.361538462","0.383954155","0.582608696","0.7674","164"
"File System Access","limited","available","9","2022-03-16","unavailable","","","available","2","2020-01-20","available","8","2022-01-19","unavailable","","","available","12","2023-11-18","available","21","2025-10-11","0.429210134","0.371688742","0.217391304","0.733590734","0.321756895","0.390763766","0.143646409","0.42322335","0.1761","646"
"Invoker Commands","limited","available","18","2024-10-21","available","30","2029-03-13","available","29","2028-10-24","available","4","2020-11-24","available","19","2025-08-29","available","7","2021-11-24","unavailable","","","0.458715596","0.023255814","0.372340426","0.798771121","0.584133077","0.865671642","0.669595782","0.575353218","0","446"
"Numquam56","limited","available","7","2021-07-19","available","19","2025-07-19","available","3","2020-05-07","available","7","2021-09-05","available","3","2020-03-18","unavailable","","","available","15","2024-03-15","0.216936251","0.536293766","0.020961776","0.471378092","0.351877608","0.911131899","0.666432584","0.575366569","","369"
"Odit64","limited","available","2","2020-01-05","unavailable","","","available","24","2027-01-07","available","22","2026-04-17","available","7","2021-09-07","available","1","2020-01-30","available","3","2020-06-11","0.509692132","0.930107527","0.372071228","0.002506266","0.782061369","0.109567901","0.49701897","0.187384045","",""
"Qui27","limited","available","10","2022-06-05","available","9","2022-01-12","available","11","2022-10-20","available","3","2020-07-08","unavailable","","","available","7","2021-11-24","available","3","2020-06-11","0.814489572","0.651162791","0.314685315","0.497917906","0.557377049","0.236781609","0.765075377","0.466304348","0.8678","205"
"Quia19","limited","unavailable","","","available","27","2028-03-16","available","4","2020-07-25","available","22","2026-04-17","available","21","2026-06-05","available","21","2026-08-28","available","21","2025-10-11","0.797452229","0.418296089","0.432737535","0.420993228","0.137274549","0.040540541","0.719120135","0.289106145","0.4318","693"
"Quia65","limited","available","13","2023-05-12","available","6","2021-03-19","available","8","2021-11-25","available","7","2021-09-05","unavailable","","","available","4","2020-10-11","available","9","2022-05-29","0.219761499","0.170947741","0.418115279","0.341935484","0.85443038","0.653333333","0.234836703","0.474725275","0","13"
"Quod40","limited","unavailable","","","available","14","2023-09-30","available","6","2021-03-02","available","11","2023-01-15","unavailable","","","available","1","2020-01-30","available","9","2022-05-29","0.784313725","0.356946355","0.408304498","0.650875386","0.933065596","0.233543733","0.92826087","0.743295019","0","714"
"Quos79","limited","available","10","2022-06-05","available","13","2023-06-14","available","2","2020-01-20","available","1","2020-01-09","available","5","2020-12-15","available","9","2022-10-28","available","9","2022-05-29","0.511627907","0.497725796","0.604668125","0.951111111","0.5625","0.155737705","0.964387464","0.348432056","","190"
"Repudiandae34","limited","available","10","2022-06-05","available","10","2022-06-01","available","8","2021-11-25","available","10","2022-11-10","available","17","2025-01-10","unavailable","","","available","9","2022-05-29","0.503584229","0.290974729","0.497969543","0.497771174","0.98013245","0.488819553","0.108938547","0.548414023","0.00001","138"
"Sapiente75","limited","available","8","2021-11-21","available","12","2023-02-01","available","28","2028-05-26","available","3","2020-07-08","available","17","2025-01-10","unavailable","","","available","5","2021-02-03","0.292701279","0.906095552","0.48730065","0.386531365","0.220136519","0.482661005","0.386804657","0.400428266","0.8065",""
"Shadow DOM","limited","available","4","2020-08-31","available","10","2022-06-01","available","3","2020-05-07","available","6","2021-04-18","available","14","2024-01-09","available","7","2021-11-24","unavailable","","","0.453358209","0.368243243","0.238596491","0.535564854","0.406199021","0.685416667","0.487730061","0.995490417","","78"
"Veritatis30","limited","available","9","2022-03-16","available","7","2021-06-21","available","4","2020-07-25","available","10","2022-11-10","available","15","2024-04-26","available","19","2026-02-17","available","1","2020-01-07","0.639894668","0.399048266","0.018218623","0.758522727","0.902777778","0.919799499","0.119383825","0.930434783","","340"
"View Transitions","limited","available","9","2022-03-16","unavailable","","","available","28","2028-05-26","available","7","2021-09-05","available","3","2020-03-18","available","1","2020-01-30","available","1","2020-01-07","0.392394123","0.85770751","0.814861461","0.498371336","0.579279848","0.048065651","0.507208388","0.899543379","","245"
"Voluptate36","limited","available","20","2025-06-08","available","21","2026-03-12","available","5","2020-12-03","available","16","2024-04-16","available","12","2023-04-18","available","5","2021-01-12","available","2","2020-01-15","0.591481704","0.570566038","0.706013363","0.49004329","0.376930999","0.391472868","0.513464991","0.466780239","0.1748",""
"Ad50","","available","24","2026-08-02","available","14","2023-09-30","available","5","2020-12-03","available","30","2028-11-05","available","8","2021-12-20","available","21","2026-08-28","available","2","2020-01-15","0.021363174","0.592814371","0.364377974","0.674631061","0.284848485","0.773144287","0.722627737","0.460947503","0.0785",""
"After Split Feature 1","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","","","","","","","","","",""
"After Split Feature 2","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","","","","","","","","","",""
"Cross Document View Transitions","","available","2","2020-01-05","available","6","2021-03-19","available","4","2020-07-25","available","4","2020-11-24","available","22","2026-11-14","available","3","2020-04-22","available","2","2020-01-15","0.371404399","0.487096774","0.535220126","0.431034483","0.226098191","0.250189538","0.664643399","0.460416667","0",""
"Customizable Select","","available","9","2022-03-16","available","9","2022-01-12","available","6","2021-03-02","unavailable","","","available","9","2022-04-10","available","4","2020-10-11","available","8","2022-01-13","0.654205607","0.795031056","0.477319588","0.756227758","0.555425904","0.084023669","0.937984496","0.895618557","0.6416","855"
"Dialog","","available","1","2020-01-13","available","3","2020-05-07","available","1","2020-01-22","available","25","2027-01-22","available","2","2020-01-04","available","2","2020-01-17","available","2","2020-01-15","0.945812808","0.830721003","0.403017241","0.668523677","0.734042553","0.578621224","0.852622061","0.382211538","","659"
"Discouraged Feature","","available","29","2028-03-08","available","2","2020-01-12","unavailable","","","available","11","2023-01-15","available","1","2020-01-12","available","1","2020-01-30","available","6","2021-06-14","0.151595745","0.586294416","0.525896414","0.291666667","0.480164159","0.652597403","0.196601942","0.559380379","","440"
"Doloribus71","","available","2","2020-01-05","available","10","2022-06-01","available","5","2020-12-03","unavailable","","","unavailable","","","available","5","2021-01-12","available","3","2020-06-11","0.951515152","0.301983835","0.504632489","0.516998076","0.112759644","0.843093923","0.154882155","0.289877301","",""
"Et61","","available","7","2021-07-19","available","8","2021-10-25","available","18","2024-10-25","available","22","2026-04-17","available","8","2021-12-20","available","11","2023-07-17","available","20","2025-07-21","0.66002845","0.67400163","0.451588502","0.419722901","0.85041225","0.569148936","0.445121951","0.579234973","",""
"Et66","","available","15","2023-11-21","available","12","2023-02-01","available","28","2028-05-26","available","8","2022-01-19","available","21","2026-06-05","available","10","2023-04-08","available","8","2022-01-13","0.32942899","0.516784452","0.824074074","0.46237534","0.21349353","0.844953174","0.463630988","0.101152369","0.1974","683"
"Et73","","available","9","2022-03-16","available","25","2027-07-19","available","1","2020-01-22","unavailable","","","available","12","2023-04-18","available","9","2022-10-28","unavailable","","","0.417982155","0.418374558","0.698863636","0.385687144","0.202083333","0.538055765","0.541905855","0.607072692","0.0806","321"
"Fugiat37","","available","22","2025-11-28","available","8","2021-10-25","available","24","2027-01-07","available","8","2022-01-19","available","4","2020-08-23","available","15","2024-11-18","unavailable","","","0.502814259","0.092457421","0.479591837","0.721682848","0.998058252","0.09202454","0.602553871","0.53960396","0.00001","223"
"Fugit69","","available","5","2021-01-03","available","4","2020-07-20","available","26","2027-08-18","available","5","2021-02-08","available","8","2021-12-20","available","25","2028-03-08","available","10","2022-08-25","0.098873592","0.163430421","0.410596026","0.653685675","0.330085262","0.387798036","0.761780105","0.319833853","0.00001","439"
"Inventore43","","available","5","2021-01-03","available","20","2025-10-14","available","25","2027-04-11","available","4","2020-11-24","available","18","2025-05-08","available","12","2023-11-18","available","17","2024-10-02","0.105670103","0.64244186","0.408163265","0.678424938","0.617021277","0.751944012","0.354615385","0.334745763","0.6741","191"
"Molestiae77","","available","18","2024-10-21","unavailable","","","available","2","2020-01-20","available","1","2020-01-09","available","2","2020-01-04","available","2","2020-01-17","available","21","2025-10-11","0.738304094","0.520231214","0.293981481","0.114893617","0.304075235","0.762411348","0.019946809","0.347916667","0.4926","420"
"Molestias63","","available","29","2028-03-08","unavailable","","","available","8","2021-11-25","available","2","2020-01-30","available","16","2024-08-17","available","15","2024-11-18","available","11","2022-12-13","0.555425904","0.007853403","0.836633663","0.547404063","0.468790637","0.486245353","0.413937282","0.551800554","0.00001","610"
"New Feature","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","unavailable","","","0.506129597","0.730245232","0.16456759","0.306288032","0.568218299","0.627860697","0.478810879","0.658986175","",""
"Omnis53","","available","4","2020-08-31","available","4","2020-07-20","available","8","2021-11-25","unavailable","","","available","2","2020-01-04","available","11","2023-07-17","unavailable","","","0.891891892","0.334855403","0.710696339","0.54137931","0.276470588","0.350157729","0.732142857","0.87037037","0.0891","685"
"Qui54","","unavailable","","","available","14","2023-09-30","available","4","2020-07-25","available","3","2020-07-08","available","18","2025-05-08","available","5","2021-01-12","available","5","2021-02-03","0.091764706","0.498532002","0.527841342","0.525573192","0.14781491","0.386877828","0.634889754","0.194151097","0.00001",""
"Rem51","","available","4","2020-08-31","unavailable","","","available","1","2020-01-22","available","29","2028-06-19","available","5","2020-12-15","available","26","2028-07-02","available","3","2020-06-11","0.920454545","0.108653846","0.844228095","0.571069182","0.827760892","0.33046875","0.201923077","0.676640927","0.2254","261"
"Repudiandae55","","available","2","2020-01-05","unavailable","","","available","1","2020-01-22","available","10","2022-11-10","available","15","2024-04-26","available","5","2021-01-12","available","7","2021-09-12","0.685459941","0.363148479","0.875","0.270949721","0.638818565","0.658074299","0.168361582","0.511462451","0.00001","423"
"Tenetur70","","available","15","2023-11-21","available","6","2021-03-19","available","2","2020-01-20","available","1","2020-01-09","available","6","2021-04-22","available","6","2021-06-23","available","16","2024-06-25","0.479213483","0.123209169","0.213309025","0.833613445","0.203309693","0.116707617","0.432307692","0.575591985","0.6555","704"
"Ut15","","available","4","2020-08-31","available","11","2022-10-20","available","5","2020-12-03","available","26","2027-04-14","available","9","2022-04-10","available","7","2021-11-24","available","3","2020-06-11","0.502320784","0.65","0.002915452","0.271132376","0.311776062","0.689655172","0.613869188","0.733743409","0.355","306"
"Ut59","","available","17","2024-07-23","available","3","2020-05-07","available","2","2020-01-20","available","4","2020-11-24","available","3","2020-03-18","available","4","2020-10-11","available","17","2024-10-02","0.077244259","0.607116921","0.342465753","0.420722135","0.475233309","0.651685393","0.659375","0.122055675","0.00001",""
"Voluptas18","","available","4","2020-08-31","available","3","2020-05-07","unavailable","","","available","5","2021-02-08","available","15","2024-04-26","available","9","2022-10-28","unavailable","","","0.762037037","0.384615385","0.396923077","0.582352941","0.375442739","0.762264151","0.079159935","0.465838509","0.00001","856"
"Voluptas76","","available","27","2027-06-28","available","18","2025-01-25","available","5","2020-12-03","unavailable","","","available","3","2020-03-18","available","21","2026-08-28","available","3","2020-06-11","0.73705834","0.150684932","0.446960667","0.606811146","0.729386892","0.271271271","0.536824877","0.56634016","0",""
"WebUSB","","available","1","2020-01-13","available","12","2023-02-01","unavailable","","","available","3","2020-07-08","available","16","2024-08-17","available","13","2024-04-13","unavailable","","","0.821428571","0.683624801","0.818181818","0.058373206","0.08815427","0.936904762","0.482132728","0.504761905","0.0148","667"
